Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,246.149994,247.089996,245.740005,247.089996,226.235260,2784300
2018-01-03,247.240005,248.699997,247.179993,248.559998,227.581268,2917700
2018-01-04,249.270004,250.119995,249.169998,249.649994,228.579239,2918000
2018-01-05,250.460007,251.399994,249.949997,251.250000,230.044220,2190200
2018-01-08,251.160004,251.880005,250.869995,251.770004,230.520309,2476200
2018-01-09,252.179993,252.940002,251.910004,252.300003,231.005585,2129800
2018-01-10,251.509995,252.169998,250.820007,251.869995,230.611877,1953600
2018-01-11,252.470001,253.729996,252.330002,253.729996,232.314865,2280300
2018-01-12,254.029999,255.559998,253.899994,255.410004,233.853073,2054900
2018-01-16,256.790009,257.399994,253.800003,254.479996,233.001572,3719600
2018-01-17,255.500000,257.350006,254.740005,256.940002,235.253983,1867700
2018-01-18,256.839996,257.269989,256.019989,256.589996,234.933517,3154200
2018-01-19,257.149994,257.690002,256.529999,257.679993,235.931503,2541200
2018-01-22,257.450012,259.779999,257.450012,259.750000,237.826752,1607800
2018-01-23,259.839996,260.630005,259.510010,260.339996,238.366989,2161100
2018-01-24,261.029999,261.630005,259.019989,260.209991,238.247925,2935500
2018-01-25,261.170013,261.220001,259.529999,260.329987,238.357834,3585600
2018-01-26,261.329987,263.369995,260.970001,263.359985,241.132080,2857300
2018-01-29,262.829987,263.250000,261.480011,261.540009,239.465698,5145000
2018-01-30,259.670013,260.350006,258.459991,258.750000,236.911179,6678900
2018-01-31,259.829987,260.380005,257.950012,258.989990,237.130905,5585800
2018-02-01,258.290009,260.119995,257.950012,258.730011,236.892883,3125700
2018-02-02,257.369995,257.500000,253.089996,253.190002,231.820465,5532200
2018-02-05,251.259995,253.470001,241.919998,242.789993,222.298248,8559200
2018-02-06,238.800003,247.809998,237.669998,247.279999,226.409286,11701700
2018-02-07,246.710007,250.279999,245.919998,245.929993,225.173172,6240200
2018-02-08,246.250000,246.429993,236.699997,236.789993,216.804596,6985700
2018-02-09,239.600006,242.199997,232.419998,240.440002,220.146576,9713100
2018-02-12,242.500000,245.320007,240.660004,243.740005,223.168045,4236200
2018-02-13,242.630005,245.000000,241.970001,244.559998,223.918823,3077700
2018-02-14,243.000000,248.119995,242.839996,247.759995,226.848755,3650800
2018-02-15,249.600006,250.970001,246.979996,250.970001,229.787811,2923800
2018-02-16,250.270004,253.000000,250.169998,250.940002,229.760361,3007500
2018-02-20,250.000000,251.509995,248.600006,249.419998,228.368607,3454400
2018-02-21,249.860001,252.440002,248.110001,248.110001,227.169235,2798000
2018-02-22,249.169998,250.899994,247.809998,248.410004,227.443893,3177700
2018-02-23,249.820007,252.490005,249.300003,252.490005,231.179550,2923100
2018-02-26,253.559998,255.500000,252.990005,255.399994,233.843918,1892000
2018-02-27,255.630005,256.339996,252.139999,252.139999,230.859070,2947100
2018-02-28,253.369995,253.820007,249.339996,249.339996,228.295395,2716600
2018-03-01,249.529999,251.029999,244.449997,246.050003,225.283051,5182300
2018-03-02,244.240005,247.860001,243.330002,247.360001,226.482498,3276500
2018-03-05,246.020004,250.789993,245.949997,250.199997,229.082809,3024600
2018-03-06,251.220001,251.250000,249.229996,250.830002,229.659668,1932000
2018-03-07,248.539993,251.070007,248.360001,250.720001,229.558945,2730200
2018-03-08,251.399994,252.020004,250.360001,251.889999,230.630188,3021600
2018-03-09,253.399994,256.260010,253.050003,256.250000,234.622177,2450800
2018-03-12,256.640015,257.250000,255.580002,256.000000,234.393280,2029200
2018-03-13,257.200012,257.709991,253.710007,254.309998,232.845932,3080600
2018-03-14,255.330002,255.509995,252.460007,252.970001,231.618988,2352700
2018-03-15,253.550003,254.210007,252.220001,252.729996,231.399292,2161500
2018-03-16,253.229996,254.080002,252.970001,252.990005,231.637329,1554600
2018-03-19,252.250000,252.259995,247.869995,249.610001,228.542633,2715800
2018-03-20,249.990005,250.660004,249.330002,250.050003,228.945480,1991400
2018-03-21,249.940002,252.119995,249.309998,249.470001,228.414459,2777300
2018-03-22,247.110001,248.080002,243.029999,243.270004,222.737732,3589400
2018-03-23,243.740005,244.089996,237.919998,238.089996,217.994919,3815500
2018-03-26,240.820007,243.809998,238.320007,243.529999,223.995605,5529000
2018-03-27,244.470001,245.039993,237.770004,239.309998,220.114120,3363600
2018-03-28,239.460007,241.220001,237.529999,238.639999,219.497849,4384100
2018-03-29,239.850006,243.610001,239.080002,242.080002,222.661911,2910800
2018-04-02,241.190002,241.699997,233.919998,236.479996,217.511108,4696400
2018-04-03,237.809998,240.000000,235.929993,239.479996,220.270477,3287900
2018-04-04,235.869995,242.809998,235.699997,242.240005,222.809097,4598000
2018-04-05,243.899994,244.889999,242.800003,243.990005,224.418701,3436600
2018-04-06,241.940002,243.509995,236.979996,238.619995,219.479401,4931600
2018-04-09,240.149994,243.250000,239.320007,239.589996,220.371613,2956000
2018-04-10,242.750000,244.380005,241.570007,243.539993,224.004822,2903800
2018-04-11,242.000000,243.990005,241.949997,242.250000,222.818283,2068300
2018-04-12,243.710007,245.250000,243.470001,244.279999,224.685455,1723600
2018-04-13,245.839996,245.839996,242.500000,243.600006,224.060028,2887700
2018-04-16,245.270004,246.350006,244.410004,245.580002,225.881180,2149200
2018-04-17,247.419998,248.809998,246.880005,248.220001,228.309387,2301800
2018-04-18,248.660004,249.220001,247.940002,248.360001,228.438156,1365100
2018-04-19,247.619995,247.889999,245.960007,247.000000,227.187256,1997100
2018-04-20,246.949997,247.130005,243.970001,245.000000,225.347687,2103900
2018-04-23,245.550003,246.080002,243.750000,244.889999,225.246536,1472600
2018-04-24,245.970001,246.119995,240.009995,241.550003,222.174454,3653500
2018-04-25,241.509995,242.630005,239.600006,242.169998,222.744675,2354800
2018-04-26,243.220001,245.470001,242.770004,244.660004,225.034943,2106800
2018-04-27,245.229996,245.570007,243.889999,244.919998,225.274124,2178600
2018-04-30,245.509995,246.050003,242.850006,242.919998,223.434540,2146100
2018-05-01,242.449997,243.520004,240.759995,243.440002,223.912827,2323100
2018-05-02,243.210007,244.020004,241.360001,241.779999,222.385956,1636400
2018-05-03,240.880005,241.899994,237.919998,241.210007,221.861710,2666500
2018-05-04,240.250000,245.059998,239.889999,244.410004,224.805008,1785200
2018-05-07,245.190002,246.190002,244.460007,245.169998,225.504028,3127200
2018-05-08,244.830002,245.529999,243.570007,245.160004,225.494827,1924500
2018-05-09,245.860001,247.899994,245.360001,247.539993,227.683945,1506200
2018-05-10,248.360001,250.199997,248.250000,249.860001,229.817871,1537600
2018-05-11,250.039993,250.919998,249.479996,250.470001,230.378937,1703500
2018-05-14,251.119995,251.759995,250.210007,250.750000,230.636459,1478200
2018-05-15,249.500000,249.520004,248.059998,249.029999,229.054382,2600600
2018-05-16,249.080002,250.539993,249.070007,250.089996,230.029404,2588700
2018-05-17,249.789993,250.990005,249.080002,249.880005,229.836258,1714200
2018-05-18,249.529999,249.850006,248.889999,249.259995,229.266006,1702800
2018-05-21,250.770004,251.679993,250.429993,251.089996,230.949173,1262900
2018-05-22,251.669998,251.940002,250.100006,250.369995,230.286926,1055400
2018-05-23,249.119995,251.149994,248.949997,251.149994,231.004364,1484100
2018-05-24,250.740005,251.000000,248.759995,250.669998,230.562851,2025300
2018-05-25,250.039993,250.639999,249.490005,250.039993,229.983398,1654700
2018-05-29,248.279999,249.080002,245.970001,247.149994,227.325195,4465800
2018-05-30,248.529999,250.880005,248.429993,250.410004,230.323730,1359700
2018-05-31,249.990005,250.300003,248.279999,248.789993,228.833664,2378800
2018-06-01,250.229996,251.649994,250.169998,251.410004,231.243500,1953900
2018-06-04,252.169998,252.800003,251.960007,252.520004,232.264465,2031500
2018-06-05,252.660004,253.130005,251.869995,252.869995,232.586395,1491200
2018-06-06,253.369995,254.960007,252.720001,254.889999,234.444397,2763200
2018-06-07,255.369995,255.699997,253.880005,254.770004,234.333984,2615900
2018-06-08,254.360001,255.619995,254.190002,255.570007,235.069839,1517500
2018-06-11,255.789993,256.670013,255.699997,255.899994,235.373337,2648000
2018-06-12,256.390015,256.630005,255.600006,256.329987,235.768890,1182200
2018-06-13,256.529999,256.769989,255.229996,255.309998,234.830704,2507800
2018-06-14,256.309998,256.619995,255.460007,256.049988,235.511307,1913800
2018-06-15,255.270004,256.070007,254.130005,255.830002,235.308990,2000100
2018-06-18,254.179993,255.360001,253.710007,255.220001,234.747910,2015800
2018-06-19,252.830002,254.460007,252.419998,254.250000,233.855713,1863300
2018-06-20,254.970001,255.369995,254.320007,254.710007,234.278839,1578200
2018-06-21,254.660004,254.669998,252.580002,253.119995,232.816360,4037600
2018-06-22,254.399994,254.520004,253.320007,253.570007,233.230286,3092000
2018-06-25,252.369995,252.509995,248.350006,250.059998,230.001816,6690000
2018-06-26,250.660004,251.529999,249.910004,250.610001,230.507706,2968600
2018-06-27,251.270004,252.729996,248.429993,248.529999,228.594528,3433800
2018-06-28,247.300003,249.600006,246.630005,248.880005,229.987137,2638400
2018-06-29,249.979996,251.360001,249.100006,249.509995,230.569305,3711600
2018-07-02,247.559998,249.889999,247.320007,249.800003,230.837311,1943100
2018-07-03,250.679993,250.759995,248.440002,248.789993,229.903976,1157900
2018-07-05,250.070007,250.940002,248.910004,250.919998,231.872284,1948100
2018-07-06,250.910004,253.389999,250.520004,253.009995,233.803635,2622200
2018-07-09,254.050003,255.320007,254.009995,255.250000,235.873581,3979500
2018-07-10,255.750000,256.299988,255.449997,256.140015,236.696030,1314500
2018-07-11,254.600006,255.410004,254.029999,254.389999,235.078842,2335100
2018-07-12,255.660004,256.660004,255.009995,256.570007,237.093399,2874000
